ID,ESTACION,FECHA,HORA,LONGITUD,LATITUD,ALTITUD,PM10,PM2_5,NO2,DEPARTAMENTO,PROVINCIA,DISTRITO,UBIGEO,FECHA_CORTE
172,SAN_BORJA,20150108,080000,-77.0077,-12.1086,128,,10.3,,LIMA,LIMA,SAN_BORJA,150130,20240430
173,SAN_BORJA,20150108,090000,-77.0077,-12.1086,128,,14.1,,LIMA,LIMA,SAN_BORJA,150130,20240430
174,SAN_BORJA,20150108,100000,-77.0077,-12.1086,128,,10.3,,LIMA,LIMA,SAN_BORJA,150130,20240430
175,SAN_BORJA,20150108,110000,-77.0077,-12.1086,128,,7.2,,LIMA,LIMA,SAN_BORJA,150130,20240430
176,SAN_BORJA,20150108,120000,-77.0077,-12.1086,128,,7.7,,LIMA,LIMA,SAN_BORJA,150130,20240430
177,SAN_BORJA,20150108,130000,-77.0077,-12.1086,128,,10.5,,LIMA,LIMA,SAN_BORJA,150130,20240430
178,SAN_BORJA,20150108,140000,-77.0077,-12.1086,128,,15.1,,LIMA,LIMA,SAN_BORJA,150130,20240430
179,SAN_BORJA,20150108,150000,-77.0077,-12.1086,128,,22.7,,LIMA,LIMA,SAN_BORJA,150130,20240430
180,SAN_BORJA,20150108,160000,-77.0077,-12.1086,128,,15.9,,LIMA,LIMA,SAN_BORJA,150130,20240430
181,SAN_BORJA,20150108,170000,-77.0077,-12.1086,128,,14.5,,LIMA,LIMA,SAN_BORJA,150130,20240430
182,SAN_BORJA,20150108,180000,-77.0077,-12.1086,128,,10.4,,LIMA,LIMA,SAN_BORJA,150130,20240430
183,SAN_BORJA,20150108,190000,-77.0077,-12.1086,128,,8.7,,LIMA,LIMA,SAN_BORJA,150130,20240430
184,SAN_BORJA,20150108,200000,-77.0077,-12.1086,128,,10.1,,LIMA,LIMA,SAN_BORJA,150130,20240430
185,SAN_BORJA,20150108,210000,-77.0077,-12.1086,128,,9.2,,LIMA,LIMA,SAN_BORJA,150130,20240430
186,SAN_BORJA,20150108,220000,-77.0077,-12.1086,128,,17.5,,LIMA,LIMA,SAN_BORJA,150130,20240430
187,SAN_BORJA,20150108,230000,-77.0077,-12.1086,128,,19.6,,LIMA,LIMA,SAN_BORJA,150130,20240430
188,SAN_BORJA,20150109,000000,-77.0077,-12.1086,128,,23.9,,LIMA,LIMA,SAN_BORJA,150130,20240430
189,SAN_BORJA,20150109,010000,-77.0077,-12.1086,128,,16.3,,LIMA,LIMA,SAN_BORJA,150130,20240430
190,SAN_BORJA,20150109,020000,-77.0077,-12.1086,128,,18.1,,LIMA,LIMA,SAN_BORJA,150130,20240430
191,SAN_BORJA,20150109,030000,-77.0077,-12.1086,128,,12.4,,LIMA,LIMA,SAN_BORJA,150130,20240430
192,SAN_BORJA,20150109,040000,-77.0077,-12.1086,128,,12.1,,LIMA,LIMA,SAN_BORJA,150130,20240430
193,SAN_BORJA,20150109,050000,-77.0077,-12.1086,128,,5.7,,LIMA,LIMA,SAN_BORJA,150130,20240430
194,SAN_BORJA,20150109,060000,-77.0077,-12.1086,128,,5.6,,LIMA,LIMA,SAN_BORJA,150130,20240430
195,SAN_BORJA,20150109,070000,-77.0077,-12.1086,128,,5.5,,LIMA,LIMA,SAN_BORJA,150130,20240430
196,SAN_BORJA,20150109,080000,-77.0077,-12.1086,128,,13.7,,LIMA,LIMA,SAN_BORJA,150130,20240430
197,SAN_BORJA,20150109,090000,-77.0077,-12.1086,128,,19.3,,LIMA,LIMA,SAN_BORJA,150130,20240430
198,SAN_BORJA,20150109,100000,-77.0077,-12.1086,128,,11.5,,LIMA,LIMA,SAN_BORJA,150130,20240430
199,SAN_BORJA,20150109,110000,-77.0077,-12.1086,128,,8.8,,LIMA,LIMA,SAN_BORJA,150130,20240430
200,SAN_BORJA,20150109,120000,-77.0077,-12.1086,128,,12.8,,LIMA,LIMA,SAN_BORJA,150130,20240430
201,SAN_BORJA,20150109,130000,-77.0077,-12.1086,128,,11.2,,LIMA,LIMA,SAN_BORJA,150130,20240430
202,SAN_BORJA,20150109,140000,-77.0077,-12.1086,128,,19.7,,LIMA,LIMA,SAN_BORJA,150130,20240430
203,SAN_BORJA,20150109,150000,-77.0077,-12.1086,128,,28.8,,LIMA,LIMA,SAN_BORJA,150130,20240430
204,SAN_BORJA,20150109,160000,-77.0077,-12.1086,128,,17.3,,LIMA,LIMA,SAN_BORJA,150130,20240430
205,SAN_BORJA,20150109,170000,-77.0077,-12.1086,128,,17,,LIMA,LIMA,SAN_BORJA,150130,20240430
206,SAN_BORJA,20150109,180000,-77.0077,-12.1086,128,,13,,LIMA,LIMA,SAN_BORJA,150130,20240430
207,SAN_BORJA,20150109,190000,-77.0077,-12.1086,128,,10.8,,LIMA,LIMA,SAN_BORJA,150130,20240430
208,SAN_BORJA,20150109,200000,-77.0077,-12.1086,128,,9,,LIMA,LIMA,SAN_BORJA,150130,20240430
209,SAN_BORJA,20150109,210000,-77.0077,-12.1086,128,,9.7,,LIMA,LIMA,SAN_BORJA,150130,20240430
210,SAN_BORJA,20150109,220000,-77.0077,-12.1086,128,,7.3,,LIMA,LIMA,SAN_BORJA,150130,20240430
